 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:14:49
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04 -0.5925E-06  0.0000E+00      -1  -0.295E-04   20.00
   2   -10.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04 -0.5925E-06  0.0000E+00      -1  -0.295E-04   20.00
   3   -20.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04 -0.5925E-06  0.0000E+00      -1  -0.295E-04   20.00
   4   -30.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04 -0.5925E-06  0.0000E+00      -1  -0.295E-04   20.00
   5   -40.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04 -0.5925E-06  0.0000E+00      -1  -0.295E-04   20.00
   6   -50.0000   -4969.303 0.3890   0.5925E-06  0.1417E-04  0.5740E-03  0.0000E+00      -1   0.286E-01   20.00
   7   -60.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04  0.5505E-03  0.0000E+00      -1   0.274E-01   20.00
   8   -70.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
   9   -80.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
  10   -90.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
  11  -100.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
  12  -110.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
  13  -120.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
  14  -130.0000   -4481.035 0.3893   0.4744E-04  0.1619E-04 -0.4744E-04  0.0000E+00      -1  -0.236E-02   20.00
